teff_gspphot,phot_g_mean_flux,distance_pc,radius_gspphot
4401.391,3602.744251286202,736.8212512545739,0.6401
5049.5376,31169.504731945184,449.438073362735,0.7877
4782.9526,2721.205235550604,1086.6750883981535,0.6072
4676.2046,11663.74317736519,509.7738750688194,0.7419
4455.894,4307.666937551725,681.4643077811745,0.6571
5772.976,16750.326677341793,1088.4706087179238,0.9513
4871.916,18506.232772828884,579.5236565547236,0.8794
4828.3877,6006.670081569685,1782.053910621523,0.9172
4250.135,2823.081590698237,1046.3385815286952,0.4955
4995.685,9606.098867610152,1869.0895964196984,1.3099
3692.817,3078.13836534814,611.6443182845651,0.7111
5288.406,6545.370934867022,1456.1150155737926,0.8473
4611.039,3424.829439696154,1099.8495622128096,0.5326
5509.1616,13093.450712204083,1278.363743966979,0.8819
5775.6133,24138.93997750294,936.1531826506073,1.174
6735.737,42345.48900741515,1630.9812648684751,1.7796
4320.37,3768.428194232896,466.6783371038813,0.6097
4867.334,26656.30524671113,509.91736053493736,0.8893
4134.5967,3784.7044319024726,482.3181458488463,0.6519
3060.0264,502.7036448110436,243.41714124649818,0.2314
5989.2026,37990.08349125955,908.3384491479262,1.151
3437.5398,958.8926004055518,346.1218501453697,0.9829
4924.81,149336.25378715954,679.938345664753,2.9924
5857.781,26581.888247164403,925.1652059689576,1.0624
5264.6675,6534.588799319135,1644.8721210566587,0.8977
5314.8564,22489.60263027041,1770.6368769153687,1.6747
5928.3584,11270676.08739664,48.626701592610935,0.9786
3980.7976,55017.28783597363,222.15289299413942,0.9724
5137.1157,12602.422700591547,1139.7251630501264,0.9968
5779.47,74106.85102257314,797.7979387069859,1.5613
6277.3726,26375.863434429477,1306.0228318624065,1.3087
6409.265,34468.48504572245,1030.4522338216589,1.2246
5723.225,321244.8488285853,400.84810807327244,1.703
4973.3315,14290.448220864748,911.3562022852282,1.0444
4673.864,7131.170047319338,677.5510887224395,0.7861
5616.1445,44059.49470540125,1082.387299620225,1.6648
6419.7627,41451.68005179725,1119.411414410708,1.4145
4732.2134,5537.407970492505,1395.7776988224334,0.6734
5966.6177,73046.10197523699,833.5697776921211,1.5218
3278.7908,1269.9528787310796,217.08678603378803,0.2588
6372.92,50550.46801407456,988.7328934586261,1.3144
4486.0347,2419.902728462909,775.9774305913636,0.6912
5621.268,9914.416041630133,1477.7937312913343,0.836
5172.1514,6601.13040976949,1918.8717881603682,0.7711
3650.1418,1073.365485554905,509.8114318589838,0.6643
5950.808,327067.87067217537,328.22055991516856,1.2273
5194.5684,19425.203582718303,1321.590058803007,1.5298
5847.6274,20849.851412478914,1316.1777354878832,1.2859
5156.5327,29432.888815890783,1162.9834727008306,1.7025
