source_id,parallax,parallax_error,parallax_over_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radius_gspphot
139273007587556992,1.546412472349998,0.12149842,12.72784,1.0054618,17.595188,18.734417,16.567331,2.1670856,0.6641
139279815112091520,11.397663951057476,0.03159137,360.7841,1.059023,14.840204,16.05413,13.7487955,2.305335,0.3545
139280193069200384,1.1122277947261765,0.070219375,15.83933,1.024429,16.4632,17.175531,15.63997,1.5355616,0.7648
139280605386051712,4.935608892751224,0.019816509,249.06552,1.0784435,13.961923,14.717933,13.117372,1.6005611,0.6563
139282426452204544,1.5026360142355468,0.1380013,10.888565,0.96926284,17.498339,18.560362,16.492706,2.0676556,0.4882
139284453676747136,1.8563951966538152,0.017665433,105.08631,1.0114695,12.124162,12.461891,11.615476,0.8464155,1.679
139286961937635456,0.8438676656692191,0.047659706,17.706102,0.8933674,16.042454,16.618881,15.331826,1.287055,0.9049
139290638429635200,0.5812738193228721,0.032786604,17.729004,1.0450473,14.979018,15.345612,14.433186,0.912426,1.5407
139291527485749504,0.4626683166546824,0.039151814,11.817289,1.0556649,15.44418,16.000101,14.741969,1.258132,1.7053
139291806660729600,1.2970606314394468,0.119718246,10.834277,1.0321432,17.658728,18.678627,16.669136,2.009491,0.5407
139298300651431040,1.0724116444269651,0.03335905,32.14755,0.95709914,14.977181,15.418429,14.362387,1.0560427,0.9946
139298743031830528,2.56582239456712,0.24190545,10.606716,1.0304521,18.772264,20.536427,17.517876,3.0185509,0.8657
139299228364332160,0.48540872910963323,0.021412825,22.669065,1.0488548,14.153474,14.555768,13.579112,0.97665596,2.5758
139300018638170624,0.923651899555027,0.020880729,44.234657,1.190869,11.260267,11.976744,10.4423,1.5344439,9.1776
139302629978275840,0.8502102136748333,0.058622845,14.503054,1.1093107,16.470356,17.134285,15.686329,1.4479561,0.8494
139309020889584512,0.6998361727052629,0.04985859,14.036422,1.1955061,15.704698,16.24303,15.007441,1.23559,0.8988
139309605005139968,0.7779091225472357,0.056252033,13.828996,1.0463302,16.048542,16.532175,15.397169,1.135006,0.8411
139311632229681920,0.9717147033616123,0.07240869,13.419863,1.0292438,16.289085,16.897095,15.498058,1.3990364,0.9131
139316923629441792,1.4191164880301361,0.022574445,62.863846,1.0645536,14.333979,14.817483,13.683502,1.1339808,1.0331
139317885702097152,1.5005840902758723,0.029146923,51.483448,1.0629627,14.870924,15.428861,14.159752,1.2691088,0.9643
139319088292931200,1.12936054600793,0.042225197,26.746128,1.0566442,15.580119,16.13916,14.875473,1.2636871,0.9834
139325238686062592,1.354759976345313,0.03821509,35.450916,1.0737269,14.962132,15.525671,14.250048,1.2756233,1.0331
139325479204227328,0.9799664403906367,0.03306581,29.636848,1.1739323,14.396772,14.822331,13.799108,1.0232239,1.3189
139325955943707648,1.1379153167952056,0.10855592,10.482296,0.9786653,17.528849,18.457895,16.600962,1.8569336,0.6112
139326578716488832,2.7103014110241705,0.1511599,17.930029,1.0869117,17.779106,19.55583,16.550198,3.0056324,0.4727
139326956672993152,1.5971770757680648,0.022336759,71.504425,1.1324795,13.333541,13.744916,12.745995,0.9989214,1.3386
139327678227489920,5.141485566938923,0.039542828,130.02321,1.1205506,14.521689,15.403553,13.598038,1.8055153,0.6143
139329632435753472,3.4574248413452002,0.22160462,15.601772,1.0943135,18.098097,19.535456,16.918013,2.617443,0.2777
139329945970210560,0.6947196222464718,0.06372436,10.901947,1.1394397,16.095457,16.546799,15.476554,1.0702448,0.6514
139335954628155136,2.9793399084140417,0.080318965,37.093853,0.89764833,16.709354,18.106068,15.558668,2.5473995,0.5606
139337024076096000,0.7506790261754668,0.06175242,12.156269,1.0798008,16.491198,17.216114,15.664204,1.5519104,0.911
139338123587694720,0.6582817665042415,0.031438977,20.938396,1.0507559,15.0968895,15.501726,14.514826,0.9869003,1.2499
139341903159290880,0.9014219932384819,0.06991451,12.893204,1.0874593,16.593908,17.250051,15.772788,1.4772635,0.8232
139343243188681472,0.2984693681818718,0.029325096,10.177951,1.0800668,14.905032,15.478451,14.180694,1.2977571,4.4239
